StockId,Date,Value
70508,2013-01-04,-0.01071471
72074,2013-01-04,0.02524057
79144,2013-01-04,-6.939653e-4
79816,2013-01-04,0.01651246
86627,2013-01-04,0.05161751
90471,2013-01-04,0.05584919
91093,2013-01-04,0.03576114
93953,2013-01-04,0.009869291
96758,2013-01-04,0.009334824
96775,2013-01-04,0.0099919
97015,2013-01-04,0.03269403
99064,2013-01-04,0.02916822
100376,2013-01-04,0.007906805
101131,2013-01-04,-0.0174454
101860,2013-01-04,-0.0189401
103502,2013-01-04,0.0189091
108595,2013-01-04,0.004411739
108922,2013-01-04,0.005989022
114300,2013-01-04,0.02600384
116849,2013-01-04,-0.0361407
122637,2013-01-04,0.009021054
125571,2013-01-04,0.04766107
128324,2013-01-04,0.03685887
135530,2013-01-04,0.003913468
135746,2013-01-04,0.009961735
140155,2013-01-04,-0.02246789
142557,2013-01-04,0.05049473
143743,2013-01-04,0.02179591
145893,2013-01-04,-0.001730401
147977,2013-01-04,0.04329175
152473,2013-01-04,0.03578176
153695,2013-01-04,-0.008465349
157549,2013-01-04,-0.02083349
157992,2013-01-04,0.02483178
160766,2013-01-04,-0.02783349
161524,2013-01-04,-0.01155774
167405,2013-01-04,-0.05018158
168277,2013-01-04,0.02531581
169054,2013-01-04,0.0424935
173757,2013-01-04,0.3455422
175746,2013-01-04,-0.003357889
185736,2013-01-04,-0.01088818
194119,2013-01-04,0.03046254
195364,2013-01-04,-0.005190432
199374,2013-01-04,-0.01726031
208218,2013-01-04,0.009590064
209856,2013-01-04,-0.008889918
210396,2013-01-04,0.07121854
213186,2013-01-04,0.02179663
215794,2013-01-04,0.08098935
224756,2013-01-04,-0.01638979
225894,2013-01-04,0.02528341
228732,2013-01-04,-0.001851081
228920,2013-01-04,0.01630068
230414,2013-01-04,0.05030073
230632,2013-01-04,-0.002518005
231390,2013-01-04,-0.007863982
231591,2013-01-04,-0.003514004
231994,2013-01-04,-0.001114642
23262,2013-01-11,-0.007469366
44446,2013-01-11,0.0034335
61943,2013-01-11,0.07432443
75488,2013-01-11,0.02620531
79454,2013-01-11,0.01622615
79974,2013-01-11,-0.0145062
97400,2013-01-11,-0.01843338
105188,2013-01-11,0.01011918
122697,2013-01-11,0.0295396
134839,2013-01-11,0.0147983
140055,2013-01-11,-0.005826585
140404,2013-01-11,0.01865547
152213,2013-01-11,-0.01020544
158097,2013-01-11,-7.134789e-4
161247,2013-01-11,0.004694985
165025,2013-01-11,0.01090538
169364,2013-01-11,-0.03972119
175121,2013-01-11,-0.03084883
189325,2013-01-11,-0.006975808
206564,2013-01-11,-0.0433141
207246,2013-01-11,-0.01864021
213639,2013-01-11,0.03147726
224665,2013-01-11,0.04590321
229759,2013-01-11,-0.03832076
233782,2013-01-11,-0.03161056
234667,2013-01-11,-0.01276594
94715,2013-01-11,0.02309442
212659,2013-01-11,-0.005034488
42927,2013-01-11,-0.04268066
115502,2013-01-11,-0.02270185
33521,2013-01-11,-0.02036302
162621,2013-01-11,0.006784262
190234,2013-01-11,0.05969733
69815,2013-01-11,-0.01661549
19472,2013-01-11,0.01011204
50388,2013-01-11,0.006215603
227498,2013-01-11,0.05902046
187442,2013-01-11,-0.03061284
211026,2013-01-11,0.02157156
99867,2013-01-11,0.01152032
607,2013-01-11,0.03110614
75624,2013-01-11,-0.007721565
88165,2013-01-11,0.01437024
123083,2013-01-11,0.03305217
192320,2013-01-11,-0.02111893
170157,2013-01-11,4.14113e-4
54964,2013-01-11,0.04209463
134657,2013-01-11,-0.002605969
199782,2013-01-11,0.009664591
118956,2013-01-11,0.04209097
206469,2013-01-11,-0.05375595
210449,2013-01-11,0.002588736
147,2013-01-11,0.02121139
2582,2013-01-11,0.02691064
11646,2013-01-11,0.01980133
11922,2013-01-11,0.04349653
13500,2013-01-11,0.03998279
14016,2013-01-11,-0.004021498
15372,2013-01-11,-0.008935411
18436,2013-01-11,0.02867138
18510,2013-01-11,-0.01887509
25399,2013-01-11,0.001081413
26237,2013-01-11,-0.01930925
28313,2013-01-11,-0.003046681
28440,2013-01-11,0.02003379
37529,2013-01-11,0.04182706
41813,2013-01-11,0.03265793
43403,2013-01-11,-0.03417652
44080,2013-01-11,0.01280227
61859,2013-01-11,0.02719387
62491,2013-01-11,-0.05384889
62602,2013-01-11,0.001029105
70508,2013-01-11,-0.001043422
72074,2013-01-11,-0.01333601
79144,2013-01-11,0.01730852
79816,2013-01-11,0.01823965
86627,2013-01-11,0.1059041
90471,2013-01-11,-0.02685817
91093,2013-01-11,-0.1035679
93953,2013-01-11,-0.02121833
96758,2013-01-11,0.00407002
96775,2013-01-11,0.04739361
97015,2013-01-11,0.03792668
99064,2013-01-11,0.01269771
100376,2013-01-11,0.07072617
101131,2013-01-11,0.04526581
101860,2013-01-11,0.04418929
103502,2013-01-11,-0.002205159
108595,2013-01-11,0.005463575
108922,2013-01-11,0.02842157
114300,2013-01-11,0.07057749
116849,2013-01-11,-0.04239152
122637,2013-01-11,-0.09045399
125571,2013-01-11,-0.02302613
128324,2013-01-11,0.003875808
135530,2013-01-11,0.01922406
135746,2013-01-11,-0.08660036
140155,2013-01-11,0.01759679
142557,2013-01-11,0.1031853
143743,2013-01-11,0.001426998
145893,2013-01-11,0.05271167
147977,2013-01-11,0.0162145
152473,2013-01-11,-0.01026228
153695,2013-01-11,0.001422244
157549,2013-01-11,-0.007264969
157992,2013-01-11,-0.04655815
160766,2013-01-11,0.03696324
161524,2013-01-11,-0.0161327
167405,2013-01-11,-0.009570575
168277,2013-01-11,0.03972313
169054,2013-01-11,-0.009147366
173757,2013-01-11,-0.02247606
175746,2013-01-11,0.004741549
185736,2013-01-11,-0.003563911
194119,2013-01-11,0.05866643
195364,2013-01-11,-0.03033546
199374,2013-01-11,0.005322906
208218,2013-01-11,0.01530012
209856,2013-01-11,0.02610198
210396,2013-01-11,0.04161472
213186,2013-01-11,-0.03796416
215794,2013-01-11,0.00443694
224756,2013-01-11,-0.00298734
225894,2013-01-11,0.003506474
228732,2013-01-11,0.02214636
228920,2013-01-11,0.04395445
230414,2013-01-11,0.07615685
230632,2013-01-11,0.03923652
231390,2013-01-11,0.02364206
231591,2013-01-11,0.02015058
231994,2013-01-11,-0.06208226
23262,2013-01-18,0.01444944
44446,2013-01-18,0.04584832
61943,2013-01-18,0.0534591
75488,2013-01-18,0.01578913
79454,2013-01-18,0.01225407
79974,2013-01-18,-0.02421955
97400,2013-01-18,0.04722473
105188,2013-01-18,0.01967815
122697,2013-01-18,0.03349626
134839,2013-01-18,0.01458222
140055,2013-01-18,0.03690488
140404,2013-01-18,0.02423934
152213,2013-01-18,-0.004431365
158097,2013-01-18,0.0196426
161247,2013-01-18,0.001730638
165025,2013-01-18,-0.008093549
169364,2013-01-18,0.002177065
175121,2013-01-18,0.03479658
189325,2013-01-18,-0.001505285
206564,2013-01-18,0.04892137
207246,2013-01-18,0.02114448
213639,2013-01-18,-0.006455706
224665,2013-01-18,-0.0014738
229759,2013-01-18,0.01559828
233782,2013-01-18,0.01763749
234667,2013-01-18,0.005747704
94715,2013-01-18,-0.003565355
212659,2013-01-18,0.02439482
42927,2013-01-18,0.001444541
115502,2013-01-18,-0.0561178
33521,2013-01-18,0.02304013
162621,2013-01-18,-0.005268293
190234,2013-01-18,0.01184921
69815,2013-01-18,0.02453394
19472,2013-01-18,0.01012693
50388,2013-01-18,-0.0208428
227498,2013-01-18,0.01178709
187442,2013-01-18,-0.03791971
211026,2013-01-18,7.54608e-4
99867,2013-01-18,0.00285229
607,2013-01-18,0.002561836
75624,2013-01-18,0.03194426
88165,2013-01-18,0.03669271
123083,2013-01-18,0.03630601
192320,2013-01-18,0.03733451
170157,2013-01-18,0.005654673
54964,2013-01-18,-0.003265429
134657,2013-01-18,0.00381878
199782,2013-01-18,0.006006012
118956,2013-01-18,0.01011042
206469,2013-01-18,-0.002184875
210449,2013-01-18,-0.01791521
147,2013-01-18,0.01312676
2582,2013-01-18,0.013093
11646,2013-01-18,-0.007946366
11922,2013-01-18,8.354711e-4
13500,2013-01-18,-0.04220933
14016,2013-01-18,-0.01362079
15372,2013-01-18,-0.02894847
18436,2013-01-18,-0.01351198
18510,2013-01-18,0.02513695
25399,2013-01-18,-0.05154598
26237,2013-01-18,-0.01434333
28313,2013-01-18,0.002771377
28440,2013-01-18,0.03783306
37529,2013-01-18,0.08015044
41813,2013-01-18,0.06859663
43403,2013-01-18,-0.03447839
44080,2013-01-18,-0.01096186
61859,2013-01-18,0.0109168
62491,2013-01-18,-0.02445647
62602,2013-01-18,0.001613651
70508,2013-01-18,0.03451335
72074,2013-01-18,0.007823813
79144,2013-01-18,0.03109327
79816,2013-01-18,0.02243493
86627,2013-01-18,-0.01374425
90471,2013-01-18,-0.01448928
91093,2013-01-18,0.005100015
93953,2013-01-18,-0.0389073
96758,2013-01-18,0.03338556
96775,2013-01-18,0.01323978
97015,2013-01-18,-0.01010704
99064,2013-01-18,0.0140331
100376,2013-01-18,-0.04840668
101131,2013-01-18,0.02510726
101860,2013-01-18,0.007396727
103502,2013-01-18,0.07559086
108595,2013-01-18,-0.001322218
108922,2013-01-18,0.01450532
114300,2013-01-18,0.00438895
116849,2013-01-18,-0.01587568
122637,2013-01-18,0.07376735
125571,2013-01-18,0.05446229
128324,2013-01-18,0.0108115
135530,2013-01-18,0.03793573
135746,2013-01-18,0.04026603
140155,2013-01-18,-0.02456202
142557,2013-01-18,0.01140084
143743,2013-01-18,0.007837826
145893,2013-01-18,-0.04548398
147977,2013-01-18,-0.01517292
152473,2013-01-18,0.06558298
153695,2013-01-18,0.007737534
157549,2013-01-18,0.01359177
157992,2013-01-18,-0.04118134
160766,2013-01-18,-0.01524611
161524,2013-01-18,-0.04115444
167405,2013-01-18,0.01650848
168277,2013-01-18,0.0765505
169054,2013-01-18,0.06776738
173757,2013-01-18,-0.1738149
175746,2013-01-18,0.002545236
185736,2013-01-18,-0.02901815
194119,2013-01-18,-0.04179644
195364,2013-01-18,0.03032092
199374,2013-01-18,-0.03902376
208218,2013-01-18,0.02440913
209856,2013-01-18,0.005017021
210396,2013-01-18,0.098907610000000007
213186,2013-01-18,0.01715758
215794,2013-01-18,0.02189871
224756,2013-01-18,-0.01423279
225894,2013-01-18,-0.006764363
228732,2013-01-18,-0.01331322
228920,2013-01-18,0.0516712
230414,2013-01-18,-0.06260607
230632,2013-01-18,0.002649329
231390,2013-01-18,-0.01294597
231591,2013-01-18,-0.01383988
231994,2013-01-18,0.03443468
23262,2013-01-25,0.03026677
44446,2013-01-25,-0.01788408
61943,2013-01-25,0.02388062
75488,2013-01-25,-5.002313e-4
79454,2013-01-25,-0.00183438
79974,2013-01-25,0.01734463
97400,2013-01-25,-0.005010668
105188,2013-01-25,0.002631532
122697,2013-01-25,-0.05635195
134839,2013-01-25,9.111253e-8
140055,2013-01-25,0.01148106
140404,2013-01-25,-0.02313959
152213,2013-01-25,0.01478503
158097,2013-01-25,0.03572705
161247,2013-01-25,0.01969583
165025,2013-01-25,-0.01795113
169364,2013-01-25,0.004344671
175121,2013-01-25,0.03897579
189325,2013-01-25,0.02286428
206564,2013-01-25,0.07126338
207246,2013-01-25,-0.01415533
213639,2013-01-25,0.01890166
224665,2013-01-25,0.02996837
229759,2013-01-25,0.01135978
233782,2013-01-25,0.02847732
234667,2013-01-25,0.01642857
94715,2013-01-25,0.02983956
212659,2013-01-25,0.01164275
42927,2013-01-25,-0.008461796
115502,2013-01-25,0.01632564
33521,2013-01-25,0.03623018
162621,2013-01-25,0.0269738
190234,2013-01-25,0.005460729
69815,2013-01-25,0.001468373
19472,2013-01-25,0.02118026
50388,2013-01-25,0.02500985
227498,2013-01-25,0.009910302
187442,2013-01-25,0.07294487
211026,2013-01-25,0.01733244
99867,2013-01-25,0.02231637
607,2013-01-25,0.01379579
75624,2013-01-25,0.04398278
88165,2013-01-25,0.005824477
123083,2013-01-25,0.01642196
192320,2013-01-25,0.03940938
170157,2013-01-25,0.0415745
54964,2013-01-25,0.0335861
134657,2013-01-25,-0.009011289
199782,2013-01-25,0.01380598
118956,2013-01-25,0.04853087
206469,2013-01-25,0.1350365
210449,2013-01-25,0.003701376
147,2013-01-25,-0.04002113
2582,2013-01-25,-0.02158836
11646,2013-01-25,-0.02959637
11922,2013-01-25,0.08798746
13500,2013-01-25,-0.001747907
14016,2013-01-25,-0.05007851
15372,2013-01-25,0.0205288
18436,2013-01-25,0.0334096
18510,2013-01-25,0.04432743
25399,2013-01-25,0.01517671
26237,2013-01-25,-0.01274616
28313,2013-01-25,-0.02042251
28440,2013-01-25,0.01985144
37529,2013-01-25,0.04206942
41813,2013-01-25,-0.03936066
43403,2013-01-25,0.01048864
44080,2013-01-25,0.04622285
61859,2013-01-25,0.02286526
62491,2013-01-25,-0.1053846
62602,2013-01-25,-0.03488019
70508,2013-01-25,0.05676524
72074,2013-01-25,0.01146491
79144,2013-01-25,0.0482438
79816,2013-01-25,-0.0222076
86627,2013-01-25,-0.03910512
90471,2013-01-25,-0.05205195
91093,2013-01-25,-0.07912572
93953,2013-01-25,-0.02428409
96758,2013-01-25,-0.07952902
96775,2013-01-25,0.03057394
97015,2013-01-25,-0.01501387
99064,2013-01-25,-0.01882646
100376,2013-01-25,0.02905152
101131,2013-01-25,0.03926809
101860,2013-01-25,0.01830931
103502,2013-01-25,0.04909272
108595,2013-01-25,-0.04811963
108922,2013-01-25,-0.00959955
114300,2013-01-25,-0.01094506
116849,2013-01-25,-0.03046415
122637,2013-01-25,0.005280978
125571,2013-01-25,-0.01940346
128324,2013-01-25,0.02943832
135530,2013-01-25,0.09612618
135746,2013-01-25,-0.02695683
140155,2013-01-25,0.07313994
142557,2013-01-25,-4.845877e-5
143743,2013-01-25,-0.008273571
145893,2013-01-25,-0.05677349
147977,2013-01-25,-0.02998319
152473,2013-01-25,-0.02552342
153695,2013-01-25,-0.0283869
157549,2013-01-25,0.01495556
157992,2013-01-25,-0.006235071
160766,2013-01-25,0.08195028
161524,2013-01-25,-0.05594646
167405,2013-01-25,0.01415259
168277,2013-01-25,-0.04122573
169054,2013-01-25,-0.05356313
173757,2013-01-25,-0.0964394
175746,2013-01-25,-0.01587069
185736,2013-01-25,0.02534857
194119,2013-01-25,-0.01462638
195364,2013-01-25,-0.005873983
199374,2013-01-25,-0.03671923
208218,2013-01-25,0.005357077
209856,2013-01-25,-0.005347547
210396,2013-01-25,-0.07581457
213186,2013-01-25,0.04468086
215794,2013-01-25,-0.009259408
224756,2013-01-25,0.03420749
225894,2013-01-25,0.03944015
228732,2013-01-25,0.07137281
228920,2013-01-25,0.01734951
230414,2013-01-25,0.03198846
230632,2013-01-25,0.08511649
231390,2013-01-25,-0.009759364
231591,2013-01-25,0.04825521
231994,2013-01-25,-0.01327403
23262,2013-02-01,-0.01382478
44446,2013-02-01,0.03331109
61943,2013-02-01,0.1137026
75488,2013-02-01,-0.005399229
79454,2013-02-01,0.03473016
79974,2013-02-01,0.0437979
97400,2013-02-01,-0.001325263
105188,2013-02-01,0.02344702
122697,2013-02-01,0.002934199
134839,2013-02-01,0.02802721
140055,2013-02-01,0.01912132
140404,2013-02-01,0.02987874
152213,2013-02-01,0.04306526
158097,2013-02-01,0
161247,2013-02-01,0.02575387
165025,2013-02-01,0.01200163
169364,2013-02-01,-0.006488814
175121,2013-02-01,0.003861806
189325,2013-02-01,0.04249559
206564,2013-02-01,0.03569471
207246,2013-02-01,0.04283868
213639,2013-02-01,0.01898537
224665,2013-02-01,0.02499253
229759,2013-02-01,0.02026639
233782,2013-02-01,0.01437855
234667,2013-02-01,0.0151093
94715,2013-02-01,0.0142021
212659,2013-02-01,-0.007672254
42927,2013-02-01,0.02094672
115502,2013-02-01,0.03452398
33521,2013-02-01,0.003307545
162621,2013-02-01,0.008875124
190234,2013-02-01,0.00791104
69815,2013-02-01,0.02041496
19472,2013-02-01,0.006122554
50388,2013-02-01,0.02179455
227498,2013-02-01,0.07198161
187442,2013-02-01,7.941712e-4
211026,2013-02-01,0.03226057
99867,2013-02-01,-0.03166109
607,2013-02-01,0.02217756
75624,2013-02-01,0.001710505
88165,2013-02-01,-0.02271734
123083,2013-02-01,0.0107712
192320,2013-02-01,0.04312832
170157,2013-02-01,0.01401477
54964,2013-02-01,0.01639848
134657,2013-02-01,-0.06486152
199782,2013-02-01,0.01858669
118956,2013-02-01,0.04162834
206469,2013-02-01,-0.09742769
210449,2013-02-01,3.147316e-4
147,2013-02-01,0.008287621
2582,2013-02-01,-0.0545745
11646,2013-02-01,-0.02788447
11922,2013-02-01,-0.03788487
13500,2013-02-01,-8.624634e-4
14016,2013-02-01,0.005481787
15372,2013-02-01,0.02236998
18436,2013-02-01,0.09201998
18510,2013-02-01,0.02349059
25399,2013-02-01,0.03496932
26237,2013-02-01,-0.03694363
28313,2013-02-01,0.04389399
28440,2013-02-01,-0.01231826
37529,2013-02-01,-0.02158844
41813,2013-02-01,-0.05198617
43403,2013-02-01,-0.01057666
44080,2013-02-01,0.05320582
61859,2013-02-01,-0.02185231
62491,2013-02-01,0.00572525
62602,2013-02-01,-0.005090039
70508,2013-02-01,0.02373695
72074,2013-02-01,-0.02884245
79144,2013-02-01,0.009693413
79816,2013-02-01,0.01533011
86627,2013-02-01,-0.04442314
90471,2013-02-01,0.003951322
91093,2013-02-01,-0.01470466
93953,2013-02-01,-1.711513e-4
96758,2013-02-01,-0.004627299
96775,2013-02-01,0.08387318
97015,2013-02-01,-0.01094953
99064,2013-02-01,0.0347108
100376,2013-02-01,0.03070517
101131,2013-02-01,-0.061751
101860,2013-02-01,0.02894362
103502,2013-02-01,-0.04242195
108595,2013-02-01,-0.05122333
108922,2013-02-01,0.1223308
114300,2013-02-01,-0.008656697
116849,2013-02-01,0.01859419
122637,2013-02-01,0.1091645
125571,2013-02-01,0.002017401
128324,2013-02-01,0.0404391
135530,2013-02-01,-0.0230929
135746,2013-02-01,0.06868213
140155,2013-02-01,0.0132739
142557,2013-02-01,0.009773884
143743,2013-02-01,0.06897486
145893,2013-02-01,0.002657992
147977,2013-02-01,-0.0127825
152473,2013-02-01,8.566211e-4
153695,2013-02-01,-0.02011588
157549,2013-02-01,0.01524407
157992,2013-02-01,-0.003751034
160766,2013-02-01,-0.02945708
161524,2013-02-01,-0.005213253
167405,2013-02-01,-0.01666088
168277,2013-02-01,0.1166244
169054,2013-02-01,-0.01564102
173757,2013-02-01,0.1532515
175746,2013-02-01,-0.01369936
185736,2013-02-01,-0.003291558
194119,2013-02-01,-4.639519e-4
195364,2013-02-01,0.02883473
199374,2013-02-01,0.03106899
208218,2013-02-01,0.01545164
209856,2013-02-01,0.002631447
210396,2013-02-01,-0.02658
213186,2013-02-01,0.05720161
215794,2013-02-01,0.02700427
224756,2013-02-01,0.05171493
225894,2013-02-01,0.1381104
228732,2013-02-01,-0.04101763
228920,2013-02-01,-0.04305093
230414,2013-02-01,0.06343222
230632,2013-02-01,-0.007975882
231390,2013-02-01,0.02567334
231591,2013-02-01,-0.01516411
231994,2013-02-01,-0.06347154
23262,2013-02-08,-0.006132915
44446,2013-02-08,0.007736907
61943,2013-02-08,0.007853506
75488,2013-02-08,-0.007367304
79454,2013-02-08,0.01083274
79974,2013-02-08,-0.006758849
97400,2013-02-08,-0.001061421
105188,2013-02-08,0.02803893
122697,2013-02-08,0.006711628
134839,2013-02-08,0.01013662
140055,2013-02-08,0.01884881
140404,2013-02-08,0.05384212
152213,2013-02-08,-0.03074842
158097,2013-02-08,0.005748907
161247,2013-02-08,-0.02081233
165025,2013-02-08,0.01696762
169364,2013-02-08,-0.01378832
175121,2013-02-08,0.001282135
189325,2013-02-08,0.007304755
206564,2013-02-08,0.02454313
207246,2013-02-08,-0.004893191
213639,2013-02-08,0.01649857
224665,2013-02-08,0.01097977
229759,2013-02-08,-0.03818994
233782,2013-02-08,-0.008317621
234667,2013-02-08,-0.001039322
94715,2013-02-08,-0.002870595
212659,2013-02-08,3.514006e-4
42927,2013-02-08,0.02868533
115502,2013-02-08,0.005446137
33521,2013-02-08,0.009418665
162621,2013-02-08,0.04731311
190234,2013-02-08,-0.0073477840000000004
69815,2013-02-08,-0.002542182
19472,2013-02-08,-0.005902079
50388,2013-02-08,-7.377248e-4
227498,2013-02-08,0.009091107
187442,2013-02-08,-0.02928566
211026,2013-02-08,-0.0271445
99867,2013-02-08,-0.0166108
607,2013-02-08,0.008382973
75624,2013-02-08,-0.0373621
88165,2013-02-08,0.02962678
123083,2013-02-08,0.003836204
192320,2013-02-08,-0.0382136
170157,2013-02-08,-0.03309
54964,2013-02-08,-0.01710426
134657,2013-02-08,0.007346912
199782,2013-02-08,-0.2164406
118956,2013-02-08,0.004206658
206469,2013-02-08,0.0627002
210449,2013-02-08,0.02466337
147,2013-02-08,0.03966011
2582,2013-02-08,8.910689e-4
11646,2013-02-08,0.00714371
11922,2013-02-08,0.02974228
13500,2013-02-08,-0.02312339
14016,2013-02-08,-0.0390793
15372,2013-02-08,-0.008977572
18436,2013-02-08,-0.02802865
18510,2013-02-08,-0.04127593
25399,2013-02-08,0.02473678
26237,2013-02-08,-0.02046077
28313,2013-02-08,-0.01095545
28440,2013-02-08,-0.02812146
37529,2013-02-08,-0.02291182
41813,2013-02-08,-0.04096565
43403,2013-02-08,-0.008030809
44080,2013-02-08,-0.009714396
61859,2013-02-08,-0.04001817
62491,2013-02-08,-0.05810359
62602,2013-02-08,-0.04071292
70508,2013-02-08,-0.07245137
72074,2013-02-08,-0.006493711
79144,2013-02-08,-0.04219193
79816,2013-02-08,0.004826387
86627,2013-02-08,-0.03682793
90471,2013-02-08,-0.02589695
91093,2013-02-08,-0.009689649
93953,2013-02-08,-0.09725564
96758,2013-02-08,0.002991298
96775,2013-02-08,-0.00955097
97015,2013-02-08,0.04886137
99064,2013-02-08,-0.01682102
100376,2013-02-08,-0.02089459
101131,2013-02-08,-0.0343213
101860,2013-02-08,-0.03010751
103502,2013-02-08,-0.03226483
108595,2013-02-08,-0.0342432
108922,2013-02-08,5.035634e-4
114300,2013-02-08,-0.0253416
116849,2013-02-08,0.1272396
122637,2013-02-08,-0.006078545
125571,2013-02-08,0.02761726
128324,2013-02-08,0.02198553
135530,2013-02-08,-0.008834061
135746,2013-02-08,-0.04687076
140155,2013-02-08,0.007206919
142557,2013-02-08,-0.05829955
143743,2013-02-08,-0.01633615
145893,2013-02-08,-0.007832112
147977,2013-02-08,-0.009048316
152473,2013-02-08,-0.08800849
153695,2013-02-08,-0.0238548
157549,2013-02-08,0.008008377
157992,2013-02-08,0.01980691
160766,2013-02-08,-0.06757615
161524,2013-02-08,-0.01956041
167405,2013-02-08,-0.005026077
168277,2013-02-08,0.01317261
169054,2013-02-08,-0.07474139
173757,2013-02-08,-0.04449943
175746,2013-02-08,0.002665625
185736,2013-02-08,-0.08463536
194119,2013-02-08,-0.01433121
195364,2013-02-08,-0.01342356
199374,2013-02-08,0.02194123
208218,2013-02-08,-0.02212278
209856,2013-02-08,-0.01569884
210396,2013-02-08,0.01989989
213186,2013-02-08,0.01017401
215794,2013-02-08,-0.01980788
224756,2013-02-08,0.06789795
225894,2013-02-08,-0.002412476
228732,2013-02-08,-0.00483153
228920,2013-02-08,-0.020788
230414,2013-02-08,-0.01142175
230632,2013-02-08,0.1066147
231390,2013-02-08,0.004568789
231591,2013-02-08,-0.001420259
231994,2013-02-08,5.996885e-5
23262,2013-02-15,-0.01704385
44446,2013-02-15,-0.001710099
61943,2013-02-15,-0.02077924
75488,2013-02-15,-0.001562523
79454,2013-02-15,0.0154604
79974,2013-02-15,0.002551693
97400,2013-02-15,-0.01886314
105188,2013-02-15,5.19215e-4
122697,2013-02-15,-0.02017113
134839,2013-02-15,0.01522511
140055,2013-02-15,-0.0122773
140404,2013-02-15,0.01312026
152213,2013-02-15,-7.301755e-4
158097,2013-02-15,0.03228004
161247,2013-02-15,0.003036011
165025,2013-02-15,-0.003049843
169364,2013-02-15,0.03752754
175121,2013-02-15,0.01738015
189325,2013-02-15,-0.002339345
206564,2013-02-15,-0.05606518
207246,2013-02-15,-0.02527182
213639,2013-02-15,-0.01637056
224665,2013-02-15,-0.01940345
229759,2013-02-15,-0.008410387
233782,2013-02-15,-0.09214401
234667,2013-02-15,0.01247399
94715,2013-02-15,0.01601862
212659,2013-02-15,0.01317441
42927,2013-02-15,0.04875344
115502,2013-02-15,-0.03108508
33521,2013-02-15,-0.001632941
162621,2013-02-15,-0.001929528
190234,2013-02-15,-0.04163061
69815,2013-02-15,-0.004432455
19472,2013-02-15,-0.002582723
50388,2013-02-15,-5.799096e-5
227498,2013-02-15,0.004993725
187442,2013-02-15,0.05637887
211026,2013-02-15,0.01525289
99867,2013-02-15,-9.310852e-4
607,2013-02-15,0.0171143
75624,2013-02-15,0.01740686
88165,2013-02-15,0.03364283
123083,2013-02-15,4.247569e-4
192320,2013-02-15,-0.008117661
170157,2013-02-15,0.006641955
54964,2013-02-15,0.01262615
134657,2013-02-15,0.02123504
199782,2013-02-15,0.08369789
118956,2013-02-15,-0.1084051
206469,2013-02-15,0.1350988
210449,2013-02-15,-0.007930741
147,2013-02-15,0.02377377
2582,2013-02-15,-0.004187589
11646,2013-02-15,0.001905668
11922,2013-02-15,0.0307131
13500,2013-02-15,-0.002609144
14016,2013-02-15,0.01630095
15372,2013-02-15,0.01371518
18436,2013-02-15,0.03478727
18510,2013-02-15,0.001709269
25399,2013-02-15,0.009630882
26237,2013-02-15,-0.02125119
28313,2013-02-15,0.02294912
